component_id,source_smiles,source_name,canonical_smiles,chemical_status
1YR,c1cc(c(cc1Cl)OCCN2C=CC(=O)NC2=O)Oc3cc(cc(c3)Br)/C=C/C#N,Components-smiles-stereo-oe.smi,N#C/C=C/c1cc(Br)cc(Oc2ccc(Cl)cc2OCCn2ccc(=O)[nH]c2=O)c1,resolved
1ZK,CC[C@H](C)[C@@H](C(=O)NCc1ccccn1)NC(=O)[C@H](C(C)C)[C@H]([C@@H]([C@H](CC2CCCCC2)NC(=O)[C@H](Cc3c[nH]c[nH+]3)NC(=O)COc4cccc5c4cccc5)O)O,Components-smiles-stereo-oe.smi,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]c[nH+]1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1,resolved
216,C=CCN1[C@@H]([C@@H]([C@H]([C@H](N(C1=O)CC=C)Cc2ccccc2)O)O)Cc3ccccc3,Components-smiles-stereo-oe.smi,C=CCN1C(=O)N(CC=C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,resolved
23K,CC(C)[C@H]1Cc2cc(ccc2S(=O)(=O)N(C1)C[C@H]([C@H](Cc3ccccc3)NC(=O)NC(C)(C)C)O)F,Components-smiles-stereo-oe.smi,CC(C)[C@H]1Cc2cc(F)ccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)NC(C)(C)C)C1,resolved
23L,CC(C)[C@H]1Cc2cc(ccc2S(=O)(=O)N(C1)C[C@H]([C@H](Cc3ccccc3)NC(=O)O[C@H]4CCOC4)O)F,Components-smiles-stereo-oe.smi,CC(C)[C@H]1Cc2cc(F)ccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)C1,resolved
23X,CC[C@H](C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C)O)S(=O)(=O)c2ccc3c(c2)scn3,Components-smiles-stereo-oe.smi,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)S(=O)(=O)c1ccc2ncsc2c1,resolved
27B,c1ccc2c(c1)ccc(c2Br)C(=O)O,Components-smiles-stereo-oe.smi,O=C(O)c1ccc2ccccc2c1Br,resolved
29N,CCC(=O)N1CN(CN(C1)C(=O)CC)C(=O)CC,Components-smiles-stereo-oe.smi,CCC(=O)N1CN(C(=O)CC)CN(C(=O)CC)C1,resolved
29T,c1ccc(c(c1)OCCN2C=CC(=O)NC2=O)Oc3cccn4c3cc(c4)C#N,Components-smiles-stereo-oe.smi,N#Cc1cc2c(Oc3ccccc3OCCn3ccc(=O)[nH]c3=O)cccn2c1,resolved
2AH,CC(C)(C)[C@@H](C(=O)N[N@](Cc1ccc(cc1)c2ccccn2)C[C@@](Cc3ccccc3)(C(=O)N[C@H]4c5ccccc5C[C@H]4O)O)NC(=O)OC,Components-smiles-stereo-oe.smi,COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2ccccn2)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,resolved
2AK,Cc1cc2c(c(c1)Br)NC(=O)C2=O,Components-smiles-stereo-oe.smi,Cc1cc(Br)c2c(c1)C(=O)C(=O)N2,resolved
2AQ,c1ccc2c(c1)ccc(n2)N,Components-smiles-stereo-oe.smi,Nc1ccc2ccccc2n1,resolved
2CL,c1cc(c(c(c1)Cl)CC(=O)O)Cl,Components-smiles-stereo-oe.smi,O=C(O)Cc1c(Cl)cccc1Cl,resolved
2D0,c1cc2c(c(c1)Cl)nc(s2)N,Components-smiles-stereo-oe.smi,Nc1nc2c(Cl)cccc2s1,resolved
2DO,CCCC[C@@H](C(O)O)N,Components-smiles-stereo-oe.smi,CCCC[C@H](N)C(O)O,resolved
2I4,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)CC(C)(C)C(=O)O)C)C(=O)O,Components-smiles-stereo-oe.smi,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,resolved
2JH,C1CC(C1)C[C@@H](C(=O)O)N,Components-smiles-stereo-oe.smi,N[C@@H](CC1CCC1)C(=O)O,resolved
2KW,CN1C(=NNC1=O)CN2C=CC(=C(C2=O)Oc3cc(cc(c3)Cl)C#N)C(F)(F)F,Components-smiles-stereo-oe.smi,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,resolved
2MG,CNC1=Nc2c(ncn2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)C(=O)N1,Components-smiles-stereo-oe.smi,CNc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,resolved
2NC,CCCC[C@@H](CN[C@@H](CCCC)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)O)NC(=O)C,Components-smiles-stereo-oe.smi,CCCC[C@@H](CN[C@@H](CCCC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC,resolved
2NU,CN(C1CC1)C(=O)Cn2cc(cn2)Br,Components-smiles-stereo-oe.smi,CN(C(=O)Cn1cc(Br)cn1)C1CC1,resolved
2OP,C[C@@H](C(=O)O)O,Components-smiles-stereo-oe.smi,C[C@H](O)C(=O)O,resolved
2RI,C[C@@H](c1ccc(cc1)F)NC(=O)[C@@H](c2cccnc2)N(c3ccc4c5ccccc5oc4c3)C(=O)[C@@H](C)O,Components-smiles-stereo-oe.smi,C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)[C@@H](C)O)c1ccc2c(c1)oc1ccccc12)c1ccc(F)cc1,resolved
2RS,Cc1cc(c(c(c1)C)Nc2nc(nc(n2)OCCCN3CCOCC3)Nc4ccc(cc4)C#N)C,Components-smiles-stereo-oe.smi,Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)nc(OCCCN3CCOCC3)n2)c(C)c1,resolved
2RT,Cc1cc(c(c(c1)C)Nc2ncnc(n2)Nc3ccc(cc3)C#N)C,Components-smiles-stereo-oe.smi,Cc1cc(C)c(Nc2ncnc(Nc3ccc(C#N)cc3)n2)c(C)c1,resolved
2SQ,Cc1c(cc(c2c1CCCO2)F)C3=C(N(C(=O)c4c3cccc4)C)[C@@H](C(=O)O)OC(C)(C)C,Components-smiles-stereo-oe.smi,Cc1c(-c2c([C@H](OC(C)(C)C)C(=O)O)n(C)c(=O)c3ccccc23)cc(F)c2c1CCCO2,resolved
2SS,C=CCN(Cc1ccccc1C(=O)NCC2CCC2)Cc3ccc4c(c3C(=O)O)OC[C@@H](O4)CCC(=O)O,Components-smiles-stereo-oe.smi,C=CCN(Cc1ccccc1C(=O)NCC1CCC1)Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2,resolved
2SX,c1cc2c(cc1Br)c(c[nH]2)CC(=O)O,Components-smiles-stereo-oe.smi,O=C(O)Cc1c[nH]c2ccc(Br)cc12,resolved
2UP,[H]/N=C(\c1ccc2ccccc2c1)/N,Components-smiles-stereo-oe.smi,[H]/N=C(/N)c1ccc2ccccc2c1,resolved
2XI,C[C@H](C(=O)N(c1ccc(cc1)C(C)(C)C)[C@H](c2cccnc2)C(=O)NC(C)(C)C)O,Components-smiles-stereo-oe.smi,C[C@@H](O)C(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NC(C)(C)C)c1cccnc1,resolved
2Z4,CC(C)[C@@H](C(=O)NCc1ccc(cc1O)OC)NC(=O)[C@@H]([C@@H]([C@H](Cc2ccccc2)NC(=O)[C@H](C(C)(C)C)NC(=O)OCc3ccccc3)O)NCc4ccc(cc4)OC,Components-smiles-stereo-oe.smi,COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2ccc(OC)cc2O)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)(C)C)cc1,resolved
357,CCC1=C(NC(=O)C(=C1Cc2cccc(c2)C)[N@@](C)CCOC)C,Components-smiles-stereo-oe.smi,CCc1c(C)[nH]c(=O)c(N(C)CCOC)c1Cc1cccc(C)c1,resolved
35J,c1cc(cnc1)CNC=S,Components-smiles-stereo-oe.smi,S=CNCc1cccnc1,resolved
385,Cc1nc(cs1)COc2ccc(cc2)C[C@@H]([C@@H](C[N@](CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)O)NC(=O)O[C@H]5CO[C@@H]6[C@H]5CCO6,Components-smiles-stereo-oe.smi,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,resolved
3A8,c1ccc(cc1)c2c3c([nH]n2)C(=O)N[C@H]3c4ccc(cc4)O,Components-smiles-stereo-oe.smi,O=C1N[C@@H](c2ccc(O)cc2)c2c(-c3ccccc3)n[nH]c21,resolved
3A9,c1cc2c(cc1C(=O)O)CCO2,Components-smiles-stereo-oe.smi,O=C(O)c1ccc2c(c1)CCO2,resolved
3AC,CCC1=C(NC(=O)C(=C1Oc2cccc(c2)C=CC#N)I)C,Components-smiles-stereo-oe.smi,CCc1c(C)[nH]c(=O)c(I)c1Oc1cccc(C=CC#N)c1,resolved
3BZ,c1cc(cc(c1)Cl)C(=O)O,Components-smiles-stereo-oe.smi,O=C(O)c1cccc(Cl)c1,resolved
3DA,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H](C[C@H](O3)COP(=O)(O)O)O)N,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)C[C@H]1O,resolved
3EM,CCN(CC)c1ccc2c(c1)OC(=O)C=C2COC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc3ccccc3)C[C@@H]([C@H](Cc4ccccc4)NC(=O)OCc5cncs5)O,Components-smiles-stereo-oe.smi,CCN(CC)c1ccc2c(COC(=O)N[C@H](C(=O)N[C@@H](Cc3ccccc3)C[C@H](O)[C@H](Cc3ccccc3)NC(=O)OCc3cncs3)C(C)C)cc(=O)oc2c1,resolved
3EN,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)C[C@@H]([C@H](Cc2ccccc2)NC(=O)OCc3cncs3)O)N,Components-smiles-stereo-oe.smi,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1,resolved
3EU,c1c(cc(cc1Cl)Cl)CC(=O)O,Components-smiles-stereo-oe.smi,O=C(O)Cc1cc(Cl)cc(Cl)c1,resolved
3GM,c1ccc2c(c1)C[C@@H]([C@@H]2Cc3ccc4c(c3C(=O)O)OC[C@@H](O4)CCC(=O)O)NC(=O)CCCN,Components-smiles-stereo-oe.smi,NCCCC(=O)N[C@H]1Cc2ccccc2[C@H]1Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2,resolved
3HP,c1cc(cc(c1)O)CC(=O)O,Components-smiles-stereo-oe.smi,O=C(O)Cc1cccc(O)c1,resolved
3IN,C[C@H]1CC[C@H]([C@H]1NC(=O)[C@H](Cc2ccccc2)C[C@@H](C[N@@]3CCN(C[C@H]3C(=O)NC(C)(C)C)C(=O)c4cnc(c(n4)Cl)N5CCN(CC5)C)O)O,Components-smiles-stereo-oe.smi,C[C@H]1CC[C@@H](O)[C@H]1NC(=O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(C(=O)c2cnc(N3CCN(C)CC3)c(Cl)n2)C[C@H]1C(=O)NC(C)(C)C,resolved
3IP,c1ccc(cc1)COc2cccnc2N,Components-smiles-stereo-oe.smi,Nc1ncccc1OCc1ccccc1,resolved
3IR,c1ccc(cc1)[C@@H]2C[C@H]2C(=O)Nc3nccs3,Components-smiles-stereo-oe.smi,O=C(Nc1nccs1)[C@@H]1C[C@H]1c1ccccc1,resolved
3JY,CC1=CN(C(=O)NC1=O)[C@@H]2CC[C@@H](C2)O[C@@H](C(=O)OC)P(=O)(O)O,Components-smiles-stereo-oe.smi,COC(=O)[C@H](O[C@H]1CC[C@@H](n2cc(C)c(=O)[nH]c2=O)C1)P(=O)(O)O,resolved
3LQ,c1ccc(c(c1)OCCN2C=CC(=O)NC2=O)Oc3cccc4c3ccc(c4)C#N,Components-smiles-stereo-oe.smi,N#Cc1ccc2c(Oc3ccccc3OCCn3ccc(=O)[nH]c3=O)cccc2c1,resolved
3NH,c1ccc(cc1)C[C@@H]([C@H](C[C@]2(C(=O)C(CN2)[C@H]3c4ccccc4C[C@H]3OC(N)O)Cc5ccccc5)O)NC(=O)OC6CCOC6,Components-smiles-stereo-oe.smi,NC(O)O[C@@H]1Cc2ccccc2[C@@H]1C1CN[C@@](Cc2ccccc2)(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC2CCOC2)C1=O,resolved
3NI,[Ni+3],Components-smiles-stereo-oe.smi,[Ni+3],resolved
3OB,CN(C)C1=C(C=C(NC1=O)CC(=O)N2CCc3ccccc3C2)Oc4cc(cc(c4)Cl)C#N,Components-smiles-stereo-oe.smi,CN(C)c1c(Oc2cc(Cl)cc(C#N)c2)cc(CC(=O)N2CCc3ccccc3C2)[nH]c1=O,resolved
3PH,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCCCCC,Components-smiles-stereo-oe.smi,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCCCCC,resolved
3Q9,CCC1=C(C(=NC1=O)Cc2c(c(c([nH]2)Cc3c(c(c([nH]3)CC4=NC(=O)C(=C4CC)C)C)CCC(=O)O)CCC(=O)O)C)C,Components-smiles-stereo-oe.smi,CCC1=C(C)C(Cc2[nH]c(Cc3[nH]c(CC4=NC(=O)C(C)=C4CC)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)=NC1=O,resolved
3R6,CSc1ccc(c(c1)C(=O)O)O,Components-smiles-stereo-oe.smi,CSc1ccc(O)c(C(=O)O)c1,resolved
3T1,COc1cc(cc(c1O)Cl)C2C3=C(CC(CC3=O)c4ccccc4)Nc5ccccc5N2,Components-smiles-stereo-oe.smi,COc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccccc2)C3)cc(Cl)c1O,resolved
3TL,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@H]([C@@H]([C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)OCc3ccccc3)O)O)NC(=O)OCc4ccccc4,Components-smiles-stereo-oe.smi,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C,resolved
3TR,c1[nH]nc(n1)N,Components-smiles-stereo-oe.smi,Nc1nc[nH]n1,resolved
3WL,c1ccc(cc1)C2=CC(=O)c3c(cc(c(c3O)O)O)O2,Components-smiles-stereo-oe.smi,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,resolved
3X6,c1ccc(c(c1)OCCN2C=CC(=O)NC2=O)Oc3cc(cc(c3)Cl)/C=C/C#N,Components-smiles-stereo-oe.smi,N#C/C=C/c1cc(Cl)cc(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)c1,resolved
3XH,c1cc(cc(c1)O)C(=O)NCC(=O)O,Components-smiles-stereo-oe.smi,O=C(O)CNC(=O)c1cccc(O)c1,resolved
3XI,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2CCCCC2,Components-smiles-stereo-oe.smi,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCCCC1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,resolved
3ZM,Cc1c(sc(n1)[C@H]([C@H]2CCCCN2)NC(=O)c3ccc([nH]3)c4ccc(cc4)Cl)CO,Components-smiles-stereo-oe.smi,Cc1nc([C@@H](NC(=O)c2ccc(-c3ccc(Cl)cc3)[nH]2)[C@H]2CCCCN2)sc1CO,resolved
40I,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)c2ccco2,Components-smiles-stereo-oe.smi,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccco1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,resolved
434,Cc1ccc2c(c1)C(=O)[C@]3(C2=O)[C@@H]([C@@H]([C@@H](O3)c4ccc(c(c4)Cl)Cl)C(=O)Nc5ccc(cc5)c6csnn6)C(=O)O,Components-smiles-stereo-oe.smi,Cc1ccc2c(c1)C(=O)[C@]1(O[C@@H](c3ccc(Cl)c(Cl)c3)[C@@H](C(=O)Nc3ccc(-c4csnn4)cc3)[C@H]1C(=O)O)C2=O,resolved
43Y,CCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CC,Components-smiles-stereo-oe.smi,CCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CC,resolved
44E,CCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCC,Components-smiles-stereo-oe.smi,CCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCC,resolved
45F,C#CCO[C@H]1C[C@H](NC1)C(=O)O,Components-smiles-stereo-oe.smi,C#CCO[C@@H]1CN[C@H](C(=O)O)C1,resolved
45W,C#CO[C@H]1C[C@@H](NC1)C(=O)O,Components-smiles-stereo-oe.smi,C#CO[C@@H]1CN[C@@H](C(=O)O)C1,resolved
478,CC(C)C[N@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)c3ccc(cc3)N,Components-smiles-stereo-oe.smi,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,resolved
494,c1cc(c(cc1Cl)OCCN2C=CC(=O)NC2=O)Oc3cc(cc(c3)Cl)/C=C/C#N,Components-smiles-stereo-oe.smi,N#C/C=C/c1cc(Cl)cc(Oc2ccc(Cl)cc2OCCn2ccc(=O)[nH]c2=O)c1,resolved
4AC,CC(=O)NC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,Components-smiles-stereo-oe.smi,CC(=O)Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,resolved
4AH,CC(C)(C)[C@@H](C(=O)N[N@](Cc1ccc(cc1)c2cccnc2)C[C@@](Cc3ccccc3)(C(=O)N[C@H]4c5ccccc5C[C@H]4O)O)NC(=O)OC,Components-smiles-stereo-oe.smi,COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2cccnc2)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,resolved
4AP,c1c[nH+]ccc1N,Components-smiles-stereo-oe.smi,Nc1cc[nH+]cc1,resolved
4BI,Cc1c(c(c2ccccc2n1)c3ccc(cc3)Cl)[C@@H](C(=O)O)OC(C)(C)C,Components-smiles-stereo-oe.smi,Cc1nc2ccccc2c(-c2ccc(Cl)cc2)c1[C@H](OC(C)(C)C)C(=O)O,resolved
4BL,Cc1ccc2cc([nH]c2c1)C(=O)O,Components-smiles-stereo-oe.smi,Cc1ccc2cc(C(=O)O)[nH]c2c1,resolved
4BX,c1ccc2c(c1)[nH]c(n2)CCC(=O)O,Components-smiles-stereo-oe.smi,O=C(O)CCc1nc2ccccc2[nH]1,resolved
4BY,Cc1ccc2c(c1)cc([nH]2)C(=O)O,Components-smiles-stereo-oe.smi,Cc1ccc2[nH]c(C(=O)O)cc2c1,resolved
4D2,CC(C)C[C@@H](Cc1ccc2c(c1C(=O)O)OCO2)CNC(=O)c3cccnc3,Components-smiles-stereo-oe.smi,CC(C)C[C@H](CNC(=O)c1cccnc1)Cc1ccc2c(c1C(=O)O)OCO2,resolved
4FL,c1cnccc1c2[nH]ccn2,Components-smiles-stereo-oe.smi,c1cc(-c2ncc[nH]2)ccn1,resolved
4FS,c1ccc2c(c1)cc(cn2)N,Components-smiles-stereo-oe.smi,Nc1cnc2ccccc2c1,resolved
4I9,Cc1c(cncc1Cl)OC(=O)c2cccc3c2cc[nH]3,Components-smiles-stereo-oe.smi,Cc1c(Cl)cncc1OC(=O)c1cccc2[nH]ccc12,resolved
4IJ,c1cc(c2c(c1)NCC2)C(=O)Oc3cc(cnc3)Cl,Components-smiles-stereo-oe.smi,O=C(Oc1cncc(Cl)c1)c1cccc2c1CCN2,resolved
4IK,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)C[C@H](CC[C@@H](C(=O)O)N)CN)O)O)N,Components-smiles-stereo-oe.smi,NC[C@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,resolved
4IT,[H]/N=C/[C@H](CC1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)c2cc3c([nH]2)cccc3OC,Components-smiles-stereo-oe.smi,[H]/N=C/[C@H](CC1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)c1cc2c(OC)cccc2[nH]1,resolved
4J5,C(CNC(=[NH2+])N)[C@@H](C(=O)O)N,Components-smiles-stereo-oe.smi,NC(=[NH2+])NCC[C@H](N)C(=O)O,resolved
4J8,Cc1ccc(cc1)S(=O)(=O)N,Components-smiles-stereo-oe.smi,Cc1ccc(S(N)(=O)=O)cc1,resolved
4JH,c1cc(cc(c1)Br)CN,Components-smiles-stereo-oe.smi,NCc1cccc(Br)c1,resolved
4JO,Cc1c(ccc(n1)N)Br,Components-smiles-stereo-oe.smi,Cc1nc(N)ccc1Br,resolved
4JQ,c1cc2c(cc1N)C=CC(=O)O2,Components-smiles-stereo-oe.smi,Nc1ccc2oc(=O)ccc2c1,resolved
4MB,CS(=O)(=O)Nc1ccc(cc1)C(=O)O,Components-smiles-stereo-oe.smi,CS(=O)(=O)Nc1ccc(C(=O)O)cc1,resolved
4N0,c1ccc2c(c1)[C@@H](CC(=O)N2)C(=O)Nc3ccc(cc3)I,Components-smiles-stereo-oe.smi,O=C1C[C@@H](C(=O)Nc2ccc(I)cc2)c2ccccc2N1,resolved
4OI,c1cc(cnc1)[C@@H]2C[C@H]2C(=O)Nc3c[nH]nc3,Components-smiles-stereo-oe.smi,O=C(Nc1cn[nH]c1)[C@@H]1C[C@H]1c1cccnc1,resolved
4PN,C1CCN(CC1)C2CCNCC2,Components-smiles-stereo-oe.smi,C1CCN(C2CCNCC2)CC1,resolved
4SO,c1cc(ccc1C(=O)O)S(=O)(=O)N,Components-smiles-stereo-oe.smi,NS(=O)(=O)c1ccc(C(=O)O)cc1,resolved
4SV,c1cncc(c1C(=O)O)N,Components-smiles-stereo-oe.smi,Nc1cnccc1C(=O)O,resolved
4UX,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2[C@H](CO3)NC)O)S(=O)(=O)c4ccc(cc4)N,Components-smiles-stereo-oe.smi,CN[C@H]1CO[C@@H]2OC[C@H](OC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)[C@@H]21,resolved
4UY,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2[C@H](CO3)NC)O)S(=O)(=O)c4ccc(cc4)OC,Components-smiles-stereo-oe.smi,CN[C@H]1CO[C@@H]2OC[C@H](OC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(OC)cc3)[C@@H]21,resolved
4VW,CC(C)C[C@@H](Cc1ccc2c(c1C(=O)O)OCO2)CNC(=O)c3ccc(cc3)N,Components-smiles-stereo-oe.smi,CC(C)C[C@H](CNC(=O)c1ccc(N)cc1)Cc1ccc2c(c1C(=O)O)OCO2,resolved
4W8,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)c3cc4c([nH]3)cccc4OC)C(=O)N[C@@H](C[C@@H]5CCNC5=O)[C@@H](c6nc7ccccc7s6)O)C,Components-smiles-stereo-oe.smi,COc1cccc2[nH]c(C(=O)N3C[C@H]4[C@@H]([C@H]3C(=O)N[C@@H](C[C@@H]3CCNC3=O)[C@H](O)c3nc5ccccc5s3)C4(C)C)cc12,resolved
4WI,[H]/N=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]2[C@@H]3[C@@H](C3(C)C)CN2C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F,Components-smiles-stereo-oe.smi,[H]/N=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,resolved
4XO,Cc1cc2cc(cn2c(c1Nc3ncnc(n3)Nc4ccc(cc4)C#N)C)C#N,Components-smiles-stereo-oe.smi,Cc1cc2cc(C#N)cn2c(C)c1Nc1ncnc(Nc2ccc(C#N)cc2)n1,resolved
4YG,CC(C)[C@@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)[C@@H](c4nc5ccccc5s4)O)C2(C)C)NS(=O)(=O)C,Components-smiles-stereo-oe.smi,CC(C)[C@H](NS(C)(=O)=O)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)c1nc3ccccc3s1)C2(C)C,resolved
4YS,c1ccc2c(c1)C=CNC2=O,Components-smiles-stereo-oe.smi,O=c1[nH]ccc2ccccc12,resolved
506,c1cc(c(cc1F)OCCN2C=CC(=O)NC2=O)Oc3cc(cc(c3)F)/C=C/C#N,Components-smiles-stereo-oe.smi,N#C/C=C/c1cc(F)cc(Oc2ccc(F)cc2OCCn2ccc(=O)[nH]c2=O)c1,resolved
51X,c1ccc2c(c1)C(=O)N(C2=O)CC(=O)O,Components-smiles-stereo-oe.smi,O=C(O)CN1C(=O)c2ccccc2C1=O,resolved
525,CC(C)(C)[C@H]1Cc2cc(ccc2S(=O)(=O)N(C1)C[C@H]([C@H](Cc3ccccc3)NC(=O)O[C@H]4CCOC4)O)F,Components-smiles-stereo-oe.smi,CC(C)(C)[C@H]1Cc2cc(F)ccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)C1,resolved
