entry_id,deposited_model_num,label_asym_id,component_id,auth_asym_id,auth_seq_id,insertion_code_normalized,mapping_reason_class,algorithm_queue,preflight_mapping_status,heavy_atoms_structural,heavy_atoms_reference,heavy_atoms_mapped,heavy_atom_mapping_fraction,remediation_status,notes
7KXB,1,B,XB1,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,28,0.965517,pending,Stage 2I QC-controlled mapping deferral
7L10,1,B,XEY,A,400,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,28,0.965517,pending,Stage 2I QC-controlled mapping deferral
7L11,1,C,XF1,A,400,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
7L11,1,D,XF1,B,400,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
7L14,1,C,XFD,A,400,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7L14,1,D,XFD,B,400,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7L23,1,I,XFS,A,308,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,15,0.6,pending,Stage 2I QC-controlled mapping deferral
7L2Y,1,J,XHY,AAA,309,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,1,0.04,pending,Stage 2I QC-controlled mapping deferral
7LQP,1,U,YAV,B,309,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,58,58,28,0.482759,pending,Stage 2I QC-controlled mapping deferral
7MPB,1,C,ASC,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,12,12,5,0.416667,pending,Stage 2I QC-controlled mapping deferral
7MPB,1,E,ASC,B,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,12,12,5,0.416667,pending,Stage 2I QC-controlled mapping deferral
7MSQ,1,J,SCN,B,602,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,3,3,2,0.666667,pending,Stage 2I QC-controlled mapping deferral
7MSQ,1,P,SCN,E,303,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,3,3,2,0.666667,pending,Stage 2I QC-controlled mapping deferral
7MSQ,1,R,SCN,L,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,3,3,2,0.666667,pending,Stage 2I QC-controlled mapping deferral
7MSQ,1,S,SCN,L,302,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,3,3,2,0.666667,pending,Stage 2I QC-controlled mapping deferral
7MSQ,1,T,SCN,L,303,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,3,3,2,0.666667,pending,Stage 2I QC-controlled mapping deferral
7NT1,1,I,UQW,B,504,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,21,0.954545,pending,Stage 2I QC-controlled mapping deferral
7NT2,1,I,URK,B,604,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,28,0.965517,pending,Stage 2I QC-controlled mapping deferral
7NT3,1,F,UQZ,B,703,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,28,0.965517,pending,Stage 2I QC-controlled mapping deferral
7NT9,1,HA,BLA,A,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
7NT9,1,QA,BLA,B,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
7NT9,1,ZA,BLA,C,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
7NTA,1,CA,BLA,B,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
7NTA,1,KA,BLA,C,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
7NTA,1,VA,BLA,A,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
7NTC,1,EA,BLA,A,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
7NTC,1,OA,BLA,B,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
7OD3,1,BA,EIC,C,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7OD3,1,D,EIC,A,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7OD3,1,Q,EIC,B,1302,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7ODL,1,D,EIC,A,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7ODL,1,O,EIC,B,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7ODL,1,Z,EIC,C,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7QG7,1,C,U08,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,20,0.952381,pending,Stage 2I QC-controlled mapping deferral
7QG7,1,F,U08,B,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,20,0.952381,pending,Stage 2I QC-controlled mapping deferral
7QIF,1,B,GTG,D,601,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
7QUR,1,DA,EIC,A,1315,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7QUR,1,SA,EIC,B,1315,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7QUR,1,TA,EIC,C,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7QUS,1,BA,EIC,A,1313,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7QUS,1,OA,EIC,B,1313,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7QUS,1,PA,EIC,C,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7R1T,1,C,6NR,A,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,27,0.964286,pending,Stage 2I QC-controlled mapping deferral
7RBZ,1,B,4IJ,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,11,19,11,0.578947,pending,Stage 2I QC-controlled mapping deferral
7RHN,1,B,QNG,C,301,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
7RJ2,1,B,QNG,C,301,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
7RJ4,1,D,QNG,A,301,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
7RJ4,1,L,QNG,B,301,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
7RJ4,1,T,QNG,C,301,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
7RMJ,1,D,61F,A,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,62,62,54,0.870968,pending,Stage 2I QC-controlled mapping deferral
7RMJ,1,K,61F,B,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,62,62,54,0.870968,pending,Stage 2I QC-controlled mapping deferral
7RMJ,1,S,61F,C,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,62,62,54,0.870968,pending,Stage 2I QC-controlled mapping deferral
7RMT,1,B,5ZN,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,18,0.72,pending,Stage 2I QC-controlled mapping deferral
7RNK,1,B,5ZT,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,18,0.72,pending,Stage 2I QC-controlled mapping deferral
7RQ0,1,L,6I2,B,305,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,55,55,25,0.454545,pending,Stage 2I QC-controlled mapping deferral
7RVN,1,B,7VB,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
7SLR,1,C,9QI,A,4000,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,34,0.971429,pending,Stage 2I QC-controlled mapping deferral
7SLS,1,C,9PJ,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,27,0.75,pending,Stage 2I QC-controlled mapping deferral
7SNL,1,B,9VI,A,301,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
7SNP,1,C,9UV,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,38,38,35,0.921053,pending,Stage 2I QC-controlled mapping deferral
7SNZ,1,C,9WI,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,27,0.931034,pending,Stage 2I QC-controlled mapping deferral
7SO1,1,C,9W3,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,38,38,34,0.894737,pending,Stage 2I QC-controlled mapping deferral
7SO2,1,C,9W3,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,38,38,34,0.894737,pending,Stage 2I QC-controlled mapping deferral
7SO3,1,C,9W3,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,38,38,34,0.894737,pending,Stage 2I QC-controlled mapping deferral
7SO4,1,C,M9A,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,31,31,30,0.967742,pending,Stage 2I QC-controlled mapping deferral
7SO6,1,C,M9A,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,31,31,30,0.967742,pending,Stage 2I QC-controlled mapping deferral
7TAZ,1,C,VM5,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7TIA,1,C,SCN,A,402,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,3,3,2,0.666667,pending,Stage 2I QC-controlled mapping deferral
7TIZ,1,E,SCN,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,3,3,2,0.666667,pending,Stage 2I QC-controlled mapping deferral
7UO4,1,G,NWX,A,1001,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7UUB,1,B,7VB,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
7UXZ,1,G,GKP,AAA,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,34,34,16,0.470588,pending,Stage 2I QC-controlled mapping deferral
7WGV,1,AA,EIC,A,1309,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7WGV,1,AB,EIC,C,1309,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7WGV,1,EA,BLR,A,1313,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,43,43,25,0.581395,pending,Stage 2I QC-controlled mapping deferral
7WGV,1,EB,BLR,C,1313,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,43,43,25,0.581395,pending,Stage 2I QC-controlled mapping deferral
7WGV,1,NA,EIC,B,1309,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7WGV,1,RA,BLR,B,1313,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,43,43,25,0.581395,pending,Stage 2I QC-controlled mapping deferral
7WGX,1,BA,BLR,A,1610,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,43,43,25,0.581395,pending,Stage 2I QC-controlled mapping deferral
7WGX,1,LA,BLR,B,1610,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,43,43,25,0.581395,pending,Stage 2I QC-controlled mapping deferral
7WGX,1,VA,BLR,C,1610,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,43,43,25,0.581395,pending,Stage 2I QC-controlled mapping deferral
7WO3,1,B,59S,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,39,39,30,0.769231,pending,Stage 2I QC-controlled mapping deferral
7WOF,1,B,5IZ,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,23,0.766667,pending,Stage 2I QC-controlled mapping deferral
7WOH,1,C,5IW,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,41,41,34,0.829268,pending,Stage 2I QC-controlled mapping deferral
7WOH,1,D,5IW,B,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,41,41,34,0.829268,pending,Stage 2I QC-controlled mapping deferral
7WYP,1,C,G7O,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,17,0.944444,pending,Stage 2I QC-controlled mapping deferral
7WYP,1,D,G7O,B,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,17,0.944444,pending,Stage 2I QC-controlled mapping deferral
7XJ4,1,F,E9B,A,205,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,24,24,17,0.708333,pending,Stage 2I QC-controlled mapping deferral
7XXK,1,G,SCN,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,3,3,2,0.666667,pending,Stage 2I QC-controlled mapping deferral
7Y42,1,GA,REA,D,1310,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,3,0.136364,pending,Stage 2I QC-controlled mapping deferral
7Y42,1,M,REA,A,1310,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,3,0.136364,pending,Stage 2I QC-controlled mapping deferral
7Y42,1,W,REA,B,1310,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,3,0.136364,pending,Stage 2I QC-controlled mapping deferral
7Z2D,1,D,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
7Z2E,1,D,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
7Z2G,1,D,2KW,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,28,0.965517,pending,Stage 2I QC-controlled mapping deferral
7Z2H,1,D,2KW,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,28,0.965517,pending,Stage 2I QC-controlled mapping deferral
7Z59,1,B,IFO,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,21,0.6,pending,Stage 2I QC-controlled mapping deferral
7ZBU,1,L,3Q9,A,1309,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,43,43,27,0.627907,pending,Stage 2I QC-controlled mapping deferral
7ZQV,1,C,XNV,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,38,38,37,0.973684,pending,Stage 2I QC-controlled mapping deferral
7ZQV,1,D,XNV,B,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,38,38,37,0.973684,pending,Stage 2I QC-controlled mapping deferral
8A23,1,C,KW6,A,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,31,31,20,0.645161,pending,Stage 2I QC-controlled mapping deferral
8B2T,1,B,OW1,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,34,0.971429,pending,Stage 2I QC-controlled mapping deferral
8BWU,1,B,6NR,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,27,0.964286,pending,Stage 2I QC-controlled mapping deferral
8C1A,1,C,T6O,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,20,0.714286,pending,Stage 2I QC-controlled mapping deferral
8DLB,1,B,SRU,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,24,24,11,0.458333,pending,Stage 2I QC-controlled mapping deferral
8DPR,1,B,T43,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,45,45,44,0.977778,pending,Stage 2I QC-controlled mapping deferral
8DX2,1,C,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DX3,1,D,T27,A,702,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DX8,1,D,T27,A,602,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DXB,1,E,T27,A,903,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DXE,1,C,0IF,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,10,10,9,0.9,pending,Stage 2I QC-controlled mapping deferral
8DXE,1,D,T27,A,602,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DXG,1,D,T27,A,602,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DXH,1,C,JBQ,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,12,12,7,0.583333,pending,Stage 2I QC-controlled mapping deferral
8DXH,1,D,T27,A,602,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DXI,1,C,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DXJ,1,C,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DXK,1,C,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DXL,1,C,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8DXM,1,D,T27,A,602,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
8F2C,1,B,X9Z,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,41,41,40,0.97561,pending,Stage 2I QC-controlled mapping deferral
8F2D,1,B,XA8,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,41,0.97619,pending,Stage 2I QC-controlled mapping deferral
8F4S,1,D,XDU,A,7102,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,12,0.571429,pending,Stage 2I QC-controlled mapping deferral
8F4Y,1,D,XDU,A,7102,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,12,0.571429,pending,Stage 2I QC-controlled mapping deferral
8FE8,1,C,XRB,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,38,38,34,0.894737,pending,Stage 2I QC-controlled mapping deferral
8FFX,1,D,XU9,A,602,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,19,19,15,0.789474,pending,Stage 2I QC-controlled mapping deferral
8FIV,1,B,Y0I,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
8FIW,1,C,Y0E,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,34,0.971429,pending,Stage 2I QC-controlled mapping deferral
8FIW,1,D,Y0E,B,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,34,0.971429,pending,Stage 2I QC-controlled mapping deferral
8FIW,1,E,Y1E,B,402,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,34,0.971429,pending,Stage 2I QC-controlled mapping deferral
8FYM,1,O,1HC,B,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,5,5,4,0.8,pending,Stage 2I QC-controlled mapping deferral
8FYM,1,W,1HC,I,302,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,5,5,4,0.8,pending,Stage 2I QC-controlled mapping deferral
8FYM,1,X,1HC,J,701,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,5,5,4,0.8,pending,Stage 2I QC-controlled mapping deferral
8GB5,1,R,BCN,C,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,11,11,10,0.909091,pending,Stage 2I QC-controlled mapping deferral
8GB5,1,V,BCN,E,303,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,11,11,10,0.909091,pending,Stage 2I QC-controlled mapping deferral
8GB5,1,W,BCN,H,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,11,11,10,0.909091,pending,Stage 2I QC-controlled mapping deferral
8GFR,1,B,ZGO,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,46,46,45,0.978261,pending,Stage 2I QC-controlled mapping deferral
8GFU,1,B,ZGW,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,34,0.971429,pending,Stage 2I QC-controlled mapping deferral
8HLC,1,IB,EIC,B,1315,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
8HLC,1,TA,EIC,A,1311,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
8HLC,1,XB,EIC,C,1315,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
8IFR,1,B,P0O,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,39,39,35,0.897436,pending,Stage 2I QC-controlled mapping deferral
8IFS,1,C,OZL,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,37,37,36,0.972973,pending,Stage 2I QC-controlled mapping deferral
8IFS,1,D,OZL,B,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,37,37,36,0.972973,pending,Stage 2I QC-controlled mapping deferral
8IFT,1,B,OZB,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
